Date,Merchant,Amount,Type,Fraudulent
2024-08-18,Paytm Mall,"1,719",Online,False
2023-02-16,BookShop,"2,712",Transfer,False
2024-11-10,Gold Loan,"36,399",Transfer,False
2023-03-13,Local Electronics Store,"2,963",POS,True
2024-08-26,SBI ATM,"1,440",Contactless,False
2024-05-28,Local Electronics Store,"31,514",Online,False
2023-12-01,Recharge Portal,"13,247",ATM,False
2023-05-15,Jewellery House,640,Contactless,False
2024-04-12,Myntra,762,Transfer,False
2024-02-15,Pharmacy Plus,"2,295",Online,False
2023-06-06,Myntra,"207,849",UPI,True
2024-11-27,Cinemaplex,"4,803",ATM,False
2024-08-13,BookShop,"3,573",ATM,False
2024-08-14,Hotel Taj,"4,507",POS,False
2024-10-20,Utility - Water,"4,950",Online,False
2023-06-15,Myntra,"1,223",Transfer,False
2023-08-08,Axis Bank ATM,"2,427",Online,False
2024-02-14,Local Electronics Store,"3,205",UPI,False
2023-11-28,Uber,"3,224",Contactless,False
2024-01-25,Swiggy,"1,836",POS,False
2024-02-03,Subscription - Spotify,"49,732",Contactless,False
2024-08-20,Axis Bank ATM,"4,839",Online,False
2023-06-05,Pharmacy Plus,"3,832",POS,False
2024-02-18,Amazon India,"4,842",Transfer,False
2023-09-03,Utility - Water,"1,268",POS,False
2024-08-04,IRCTC,450,UPI,False
2024-06-11,Local POS Stall,"4,155",Contactless,False
2024-02-24,Pharmacy Plus,686,UPI,False
2024-11-18,Subscription - Netflix,"2,697",ATM,False
2023-10-26,Corner Grocery,"4,458",Transfer,False
2023-08-12,Local POS Stall,72,POS,False
2023-02-01,BigBasket,41,POS,False
2024-04-07,Local Electronics Store,"3,604",POS,False
2024-07-21,Luxury Outlet,370,POS,False
2024-10-07,Uber,"36,237",Online,False
2024-11-25,BookShop,"14,893",UPI,False
2024-06-20,Swiggy,"1,304",POS,False
2023-05-28,Jewellery House,"3,330",Contactless,False
2024-03-05,Utility - Water,"3,919",ATM,False
2023-11-18,Designer Boutique,"4,876",UPI,False
2024-02-03,Corner Grocery,"2,970",UPI,False
2023-10-26,Amazon India,"4,039",UPI,False
2023-12-20,Utility - Electricity,"1,415",POS,False
2024-05-29,Utility - Electricity,"2,877",ATM,False
2023-10-09,PhonePe,"3,316",UPI,False
2023-11-23,Suspicious Store,"29,927",UPI,False
2024-11-21,Zomato,"4,915",ATM,False
2024-04-14,Suspicious Store,"153,817",POS,True
2024-04-05,Local Electronics Store,"4,073",POS,False
2023-07-14,Suspicious Store,"15,604",UPI,False
2023-10-18,Paytm Mall,"4,493",Transfer,False
2024-01-15,Swiggy,"1,521",Online,False
2023-08-23,Myntra,309,UPI,False
2023-08-30,Recharge Portal,"4,762",ATM,False
2023-12-30,Pharmacy Plus,"4,942",ATM,False
2024-11-02,Axis Bank ATM,53,POS,False
2023-02-03,Gold Loan,"2,314",Transfer,False
2023-01-24,Luxury Outlet,"4,012",ATM,False
2023-11-11,Myntra,"7,295",Contactless,False
2023-10-26,Suspicious Store,"3,658",Contactless,False
2023-06-07,Jewellery House,"2,001",Online,False
2024-01-10,Uber,"14,296",Contactless,False
2024-03-30,Suspicious Store,"4,961",UPI,False
2024-06-30,Utility - Electricity,"4,258",Online,False
2024-01-02,Recharge Portal,"3,272",Contactless,True
2024-12-31,Local POS Stall,"4,648",Contactless,False
2024-04-15,Ola Cabs,"1,417",Transfer,False
2024-03-27,Zomato,"2,557",Contactless,False
2023-05-19,Luxury Outlet,"4,308",ATM,False
2024-10-22,IRCTC,"1,903",UPI,False
2023-04-27,Recharge Portal,"3,963",Online,False
2023-05-29,Gold Loan,"3,785",Online,False
2024-05-26,SBI ATM,"2,699",Transfer,False
2024-03-24,Corner Grocery,"2,752",UPI,False
2023-10-17,BigBasket,133,POS,False
2024-03-22,Unknown Merchant,"4,340",Online,False
2023-07-23,Amazon India,"145,249",Online,False
2024-10-20,Suspicious Store,"1,186",POS,False
2023-10-07,Paytm Mall,"1,948",UPI,False
2023-09-03,Axis Bank ATM,"1,416",ATM,False
2023-03-28,Recharge Portal,"3,744",Contactless,False
2024-04-07,Gold Loan,"4,811",Contactless,False
2023-06-01,BookShop,"2,524",POS,False
2023-11-06,Uber,"1,475",UPI,False
2023-06-16,Amazon India,"2,943",Contactless,False
2024-12-11,Designer Boutique,"1,209",UPI,False
2023-06-25,Utility - Electricity,"2,581",Contactless,False
2023-10-10,Utility - Water,"41,613",UPI,False
2023-10-07,Subscription - Spotify,"8,548",Transfer,False
2023-09-13,Amazon India,"1,087",Contactless,False
2024-02-27,Utility - Water,"35,618",UPI,False
2024-02-13,Local POS Stall,"43,641",UPI,False
2024-08-09,Luxury Outlet,302,ATM,False
2024-01-16,Local POS Stall,"3,670",ATM,False
2023-03-02,Ola Cabs,"22,257",Contactless,False
2024-02-10,IRCTC,787,Transfer,False
2024-02-29,IRCTC,884,UPI,False
2024-02-09,Local Electronics Store,829,POS,False
2024-08-11,SBI ATM,"48,484",Contactless,False
2024-12-14,Subscription - Netflix,566,POS,False
2023-09-14,Uber,"2,068",Transfer,False
2023-06-06,Unknown Merchant,"4,016",Online,False
2024-12-01,Unknown Merchant,"152,215",Contactless,False
2024-10-12,Recharge Portal,"4,968",Transfer,False
2023-03-14,Pharmacy Plus,"9,623",Transfer,False
2024-07-22,Hotel Taj,"3,755",Online,False
2023-01-20,Jewellery House,"3,751",Contactless,False
2023-02-20,Swiggy,"1,057",Online,False
2023-04-15,SBI ATM,"3,720",ATM,False
2024-01-02,Subscription - Spotify,"3,061",Contactless,False
2023-03-06,Amazon India,"45,772",POS,False
2023-01-21,Utility - Electricity,"23,605",POS,False
2023-04-16,Hotel Taj,"2,771",UPI,False
2024-03-02,Uber,"4,405",ATM,False
2024-02-04,Unknown Merchant,"1,755",ATM,False
2023-03-26,Utility - Water,101,Transfer,False
2023-10-17,Cinemaplex,"22,585",UPI,False
2024-04-13,Designer Boutique,"2,181",ATM,False
2024-01-16,Hotel Taj,"45,895",POS,False
2023-08-20,Corner Grocery,"41,137",UPI,False
2023-06-03,BookShop,"4,560",UPI,False
2023-12-03,Luxury Outlet,"3,478",UPI,False
2024-06-29,PhonePe,"1,242",Online,False
2023-05-23,Zomato,929,Contactless,False
2023-07-01,Luxury Outlet,645,Contactless,False
2024-05-24,Luxury Outlet,"3,185",ATM,False
2024-12-01,Recharge Portal,"40,810",Contactless,False
2023-01-02,Flipkart,365,POS,False
2024-06-16,Subscription - Spotify,"4,522",Contactless,False
2023-04-14,Ola Cabs,"1,957",ATM,False
2024-06-20,Utility - Electricity,"4,728",POS,False
2024-07-03,Recharge Portal,151,Transfer,False
2024-03-31,Uber,"3,741",ATM,False
2024-03-09,Jewellery House,"1,250",Transfer,False
2023-08-31,PhonePe,"45,447",ATM,False
2024-08-10,Ola Cabs,"265,830",Contactless,False
2023-09-11,BookShop,67,Contactless,False
2023-06-01,Pharmacy Plus,"1,122",POS,False
2023-01-19,Designer Boutique,"1,319",POS,False
2023-08-29,Utility - Water,"247,353",POS,False
2023-04-06,Paytm Mall,"3,689",Transfer,False
2023-06-25,Suspicious Store,"3,150",UPI,True
2024-07-30,Utility - Water,"4,719",Online,False
2024-10-18,Ola Cabs,"1,189",Online,False
2023-05-23,Gold Loan,"4,618",Online,False
2024-07-03,Subscription - Spotify,"48,998",Online,False
2024-11-06,Local Electronics Store,888,Online,False
2024-07-09,Jewellery House,624,POS,False
2024-10-31,BigBasket,"1,273",Transfer,False
2023-12-26,Unknown Merchant,"177,361",Contactless,False
2024-04-06,Gold Loan,"36,026",Contactless,False
2024-09-27,Corner Grocery,"1,954",UPI,True
2023-07-28,Recharge Portal,"71,063",UPI,False
2024-12-16,SBI ATM,"2,927",Transfer,False
2024-04-16,Flipkart,"1,645",POS,False
2023-09-01,BookShop,"15,577",UPI,False
2024-09-23,Utility - Water,235,Online,False
2023-10-23,Subscription - Spotify,"2,301",ATM,False
2024-02-18,Subscription - Netflix,"3,090",Transfer,False
2024-11-12,Suspicious Store,"4,238",Contactless,False
2023-07-10,Local POS Stall,"1,147",UPI,False
2024-11-11,Ola Cabs,"3,032",ATM,False
2023-03-11,Utility - Water,"4,344",POS,False
2023-04-10,Local POS Stall,"4,992",UPI,False
2024-02-11,Utility - Water,"8,231",Contactless,False
2023-04-20,Utility - Electricity,950,ATM,False
2023-09-16,Myntra,"6,039",POS,False
2024-09-02,Local POS Stall,"134,610",Contactless,False
2023-02-03,Axis Bank ATM,"2,409",ATM,False
2023-02-27,Local Electronics Store,"19,409",ATM,False
2023-06-13,Swiggy,"1,041",Transfer,False
2023-06-02,PhonePe,"4,702",ATM,False
2023-07-29,Myntra,"49,942",Contactless,False
2023-03-16,Gold Loan,781,Online,False
2023-04-26,IRCTC,"1,360",Online,False
2023-03-14,Cinemaplex,"134,954",ATM,False
2024-10-13,Zomato,"258,050",ATM,False
2024-02-10,Amazon India,"1,793",Transfer,False
2023-04-10,BookShop,"4,806",Contactless,False
2023-07-28,Gold Loan,"1,951",ATM,False
2023-02-07,Flipkart,"3,786",Contactless,False
2024-10-12,Unknown Merchant,"30,399",UPI,False
2023-01-11,Suspicious Store,"142,761",POS,True
2023-11-27,Subscription - Netflix,108,UPI,False
2023-10-24,BigBasket,"293,558",ATM,False
2023-10-30,Paytm Mall,"3,652",Transfer,False
2023-06-04,Hotel Taj,"21,863",Online,False
2023-02-15,Uber,"3,989",POS,False
2023-10-30,Utility - Water,"1,398",UPI,False
2024-10-23,Luxury Outlet,"2,754",Contactless,False
2023-08-03,Amazon India,"2,437",Online,True
2024-06-22,Suspicious Store,"38,310",UPI,False
2024-07-18,Recharge Portal,587,Online,False
2023-07-27,Subscription - Spotify,"4,178",UPI,False
2023-08-27,Amazon India,"26,127",ATM,False
2024-05-02,Cinemaplex,"3,174",Contactless,False
2023-12-21,Uber,"19,926",Online,False
2023-12-05,Axis Bank ATM,"42,747",ATM,False
2023-02-27,Hotel Taj,"3,759",Contactless,False
2023-09-27,Uber,"3,664",Contactless,False
2023-04-15,Designer Boutique,"20,639",UPI,False
2024-06-26,Swiggy,"2,708",Contactless,False
2023-09-26,Swiggy,"4,980",ATM,False
2024-07-21,Local POS Stall,"3,788",POS,False
2023-02-25,Myntra,"3,610",Online,False
2023-01-10,Utility - Water,462,ATM,False
2024-02-15,Local Electronics Store,"1,288",Online,False
2023-08-31,Swiggy,"4,651",Online,False
2024-07-02,Local Electronics Store,"1,249",POS,False
2023-04-16,Local Electronics Store,"2,577",ATM,False
2023-05-14,Zomato,"1,212",UPI,False
2023-11-04,Corner Grocery,"4,901",UPI,False
2024-10-31,Uber,"45,485",UPI,False
2023-05-01,Myntra,"3,664",Online,False
2023-02-16,Zomato,"1,545",Contactless,False
2023-04-21,Ola Cabs,"4,248",POS,False
2024-10-27,Local Electronics Store,"19,927",Transfer,False
2023-12-14,Utility - Water,"23,416",POS,False
2023-02-08,Zomato,"3,626",POS,False
2024-03-23,Suspicious Store,466,Transfer,False
2024-12-21,Zomato,"2,020",ATM,False
2023-03-20,Zomato,"4,225",Online,False
2024-04-22,Cinemaplex,"33,317",Contactless,False
2024-09-11,Gold Loan,"4,479",Online,False
2023-06-19,Luxury Outlet,"36,763",Contactless,False
2023-05-21,Jewellery House,344,UPI,False
2024-11-07,BigBasket,"2,803",Online,False
2024-07-03,Jewellery House,"2,249",ATM,False
2023-07-03,Subscription - Netflix,"40,950",Contactless,False
2024-08-23,Gold Loan,"35,545",UPI,False
2023-07-30,Swiggy,"4,143",POS,False
2024-09-15,Utility - Water,"1,527",Online,False
2024-10-26,IRCTC,"2,589",ATM,False
2023-12-12,Ola Cabs,"4,166",POS,False
2023-07-16,Zomato,"2,287",Online,False
2024-05-05,BigBasket,"4,042",UPI,True
2024-01-03,Myntra,"12,883",Transfer,False
2023-12-19,Ola Cabs,"1,682",Transfer,False
2023-10-01,BookShop,"4,065",Online,False
2023-07-18,Jewellery House,"2,701",UPI,False
2023-07-30,Cinemaplex,"161,361",ATM,False
2023-06-22,BookShop,534,POS,False
2023-02-11,Ola Cabs,"1,533",POS,False
2023-04-06,Uber,"4,219",UPI,False
2023-12-02,Cinemaplex,69,UPI,False
2023-02-08,SBI ATM,"37,758",ATM,False
2024-03-30,SBI ATM,65,POS,False
2024-11-21,Cinemaplex,373,ATM,False
2023-11-18,Axis Bank ATM,"1,216",Online,True
2023-08-26,Cinemaplex,"25,705",Transfer,False
2023-05-17,Myntra,310,ATM,False
2024-06-02,Swiggy,"2,714",Transfer,False
2023-09-19,Local Electronics Store,482,ATM,False
2024-01-17,Suspicious Store,"42,647",UPI,False
2023-05-19,Recharge Portal,"3,848",UPI,False
2023-05-30,Uber,"1,559",Online,False
2023-01-03,Zomato,"2,193",ATM,False
2024-02-04,Ola Cabs,502,POS,False
2023-01-27,Corner Grocery,367,Contactless,False
2023-09-27,Subscription - Netflix,"2,738",Online,False
2024-08-26,PhonePe,"16,717",Contactless,False
2023-12-08,BookShop,"2,971",Transfer,False
2024-08-21,Axis Bank ATM,"29,994",Contactless,False
2024-02-02,SBI ATM,"21,553",UPI,False
2024-05-22,SBI ATM,"4,721",Transfer,False
2023-09-09,BookShop,285,Online,False
2024-07-07,Axis Bank ATM,"2,132",POS,False
2024-04-20,Corner Grocery,"2,259",Transfer,True
2024-06-09,Flipkart,812,ATM,False
2023-10-22,Corner Grocery,"2,779",POS,False
2023-02-23,Subscription - Spotify,"2,038",Contactless,False
2024-08-31,Myntra,"4,318",Transfer,False
2023-05-07,BookShop,"1,870",UPI,False
2023-04-20,Suspicious Store,"139,941",POS,True
2024-10-18,Cinemaplex,"3,324",Contactless,False
2023-09-15,Recharge Portal,"3,093",Contactless,False
2024-11-01,IRCTC,"1,572",Transfer,False
2023-09-04,Amazon India,981,Transfer,False
2024-07-24,Utility - Water,"1,825",Contactless,False
2024-08-09,Utility - Water,880,Contactless,False
2024-01-05,Axis Bank ATM,"1,266",ATM,False
2024-03-12,PhonePe,"3,738",Online,False
2024-08-31,PhonePe,"33,491",Contactless,False
2024-02-21,Gold Loan,"2,046",Transfer,False
2024-03-05,Suspicious Store,"4,862",Transfer,False
2023-04-29,Uber,"2,000",POS,False
2024-06-12,Cinemaplex,"4,443",UPI,False
2023-06-14,Zomato,"31,288",POS,False
2024-09-09,Subscription - Spotify,170,Contactless,False
2024-01-18,Pharmacy Plus,"1,924",POS,False
2023-10-11,BookShop,"1,007",Transfer,True
2024-05-21,Swiggy,862,Transfer,False
2023-03-27,Luxury Outlet,"4,159",POS,False
2024-03-28,Utility - Water,"4,996",Transfer,False
2024-01-20,Pharmacy Plus,"1,483",Transfer,False
2023-04-27,Corner Grocery,"16,189",ATM,False
2024-10-24,Subscription - Netflix,"7,564",ATM,False
2023-07-24,Unknown Merchant,"7,443",Transfer,False
2023-12-23,Designer Boutique,"36,635",Contactless,False
2023-11-13,Axis Bank ATM,541,Transfer,False
2024-06-25,Local POS Stall,"2,864",Contactless,False
2024-01-25,Subscription - Spotify,"27,845",POS,False
2024-01-04,Uber,"260,670",Online,False
2024-06-19,Local Electronics Store,"3,615",Contactless,False
2024-06-13,SBI ATM,"45,259",POS,False
2024-02-17,BigBasket,"2,614",UPI,False
2024-04-18,Myntra,"46,536",Online,False
2023-04-29,BigBasket,"46,110",POS,False
2023-12-10,Utility - Water,"3,488",ATM,False
2023-01-04,SBI ATM,"1,279",UPI,False
2023-05-06,Designer Boutique,"44,766",Transfer,False
2024-04-19,Flipkart,"1,076",POS,False
2024-06-29,Corner Grocery,"1,546",UPI,False
2023-08-05,Swiggy,"1,113",UPI,False
2024-10-29,Axis Bank ATM,933,POS,False
2023-04-04,Luxury Outlet,"1,954",Contactless,False
2023-12-17,Unknown Merchant,"1,642",Contactless,False
2024-11-09,PhonePe,"2,787",ATM,False
2023-02-02,Utility - Water,657,POS,False
2024-06-24,Designer Boutique,"181,497",Contactless,False
2023-10-23,Swiggy,"2,340",Online,False
2024-07-18,IRCTC,"2,805",Online,False
2023-07-12,PhonePe,"3,826",Online,False
2023-04-06,IRCTC,"23,277",Online,False
2023-09-27,Subscription - Spotify,"3,076",Transfer,False
2024-04-06,Suspicious Store,"1,188",Transfer,False
2023-05-01,Designer Boutique,"65,525",ATM,False
2024-08-31,Ola Cabs,142,UPI,False
2024-11-20,Jewellery House,"2,231",POS,False
2023-12-29,Flipkart,"4,893",Online,False
2023-11-27,IRCTC,"1,997",Online,False
2023-09-06,Recharge Portal,423,POS,False
2023-03-05,IRCTC,"1,512",Online,False
2023-01-17,Zomato,"7,318",Transfer,False
2024-02-19,Myntra,"19,185",ATM,False
2023-03-04,Gold Loan,"1,286",UPI,False
2024-12-12,Local Electronics Store,"1,171",UPI,False
2024-01-29,Hotel Taj,882,POS,False
2024-06-12,Utility - Electricity,"3,795",Online,False
2024-08-24,Local Electronics Store,"1,512",UPI,False
2023-06-03,Subscription - Netflix,"2,486",Transfer,False
2024-01-24,Zomato,"3,619",POS,False
2023-08-27,Gold Loan,"3,862",ATM,False
2024-05-01,PhonePe,"1,572",ATM,False
2023-04-05,Myntra,"3,710",Online,False
2023-10-21,Uber,25,UPI,False
2023-11-30,Zomato,"4,935",POS,False
2023-11-08,Zomato,"10,163",Contactless,False
2024-11-16,Unknown Merchant,"5,433",ATM,False
2023-06-18,Local Electronics Store,"25,986",Online,False
2023-03-07,Jewellery House,"1,577",Online,False
2023-05-16,Amazon India,"1,585",Online,False
2024-06-02,Flipkart,"3,665",Transfer,False
2023-12-08,Luxury Outlet,991,UPI,False
2024-02-25,BookShop,"3,341",POS,False
2023-03-01,Paytm Mall,"3,524",Contactless,False
2024-12-21,IRCTC,"3,034",Contactless,False
2024-08-26,Amazon India,"2,798",Transfer,False
2024-04-11,Myntra,"3,606",Transfer,False
2024-05-14,SBI ATM,"2,268",Online,False
2023-11-14,Zomato,"48,055",Online,False
2024-11-28,Unknown Merchant,"3,036",UPI,True
2024-09-29,IRCTC,"3,795",POS,False
2023-09-10,Zomato,"41,019",Transfer,False
2024-08-06,Unknown Merchant,714,Online,False
2024-07-24,BookShop,"1,954",UPI,False
2024-05-23,Axis Bank ATM,731,Transfer,False
2024-11-27,Paytm Mall,"4,368",UPI,False
2023-11-09,PhonePe,"44,126",Online,False
2023-06-08,Local POS Stall,"3,252",ATM,False
2023-06-10,Amazon India,"3,445",ATM,False
2024-03-11,Suspicious Store,"92,996",UPI,True
2023-12-11,Unknown Merchant,"3,866",Online,False
2023-10-21,Corner Grocery,"1,297",ATM,False
2023-03-05,Flipkart,"8,863",ATM,False
2024-10-12,BigBasket,67,Contactless,False
2023-04-14,Jewellery House,"18,782",POS,False
2024-09-19,Uber,"4,047",Online,False
2024-11-26,Amazon India,"2,980",Online,False
2023-03-27,Hotel Taj,"34,758",Transfer,False
2024-02-21,BigBasket,"3,064",Contactless,False
2024-10-15,Zomato,228,POS,False
2024-11-02,Cinemaplex,378,Contactless,False
2024-03-28,BigBasket,"4,463",UPI,False
2024-10-27,Luxury Outlet,"198,059",POS,False
2024-05-01,Jewellery House,"2,011",POS,False
2023-12-06,BigBasket,"110,705",Contactless,False
2024-09-06,Utility - Electricity,"13,632",UPI,False
2024-11-04,Gold Loan,"4,167",Transfer,False
2024-08-03,BookShop,"2,767",Transfer,False
2023-04-15,Jewellery House,253,Transfer,False
2024-07-10,Zomato,"23,316",Online,False
2024-10-29,Zomato,"2,615",Online,False
2024-12-03,Paytm Mall,"4,771",Transfer,False
2023-03-24,Flipkart,"4,701",Online,False
2024-02-14,Designer Boutique,"148,665",POS,False
2024-03-12,Local POS Stall,"2,679",ATM,False
2023-11-04,Swiggy,"1,278",POS,False
2024-09-26,Designer Boutique,"252,184",Contactless,False
2024-02-20,Zomato,"3,329",Contactless,False
2023-11-18,Amazon India,"2,660",Online,False
2023-10-08,Ola Cabs,"3,127",Contactless,False
2024-04-04,Suspicious Store,"2,663",UPI,False
2023-04-08,Unknown Merchant,"1,339",POS,False
2023-07-03,IRCTC,"1,943",Transfer,False
2024-12-18,Corner Grocery,"28,686",Contactless,False
2023-01-27,Subscription - Spotify,"4,756",ATM,False
2023-01-17,Luxury Outlet,"3,205",ATM,False
2024-04-14,Cinemaplex,"2,732",Online,False
2024-12-25,Subscription - Spotify,166,UPI,False
2023-11-05,Swiggy,716,Contactless,False
2024-03-17,Myntra,537,Online,False
2023-02-17,SBI ATM,"3,833",POS,False
2023-07-17,Subscription - Spotify,449,POS,False
2023-10-14,Ola Cabs,156,Transfer,False
2023-06-17,Cinemaplex,"2,501",UPI,False
2023-06-02,Pharmacy Plus,"48,734",UPI,False
2023-01-13,Corner Grocery,"3,166",UPI,False
2024-09-25,Corner Grocery,"14,056",Transfer,False
2024-09-20,Unknown Merchant,"3,020",ATM,False
2023-06-20,SBI ATM,"3,207",ATM,False
2023-04-26,Paytm Mall,"2,501",Online,False
2023-03-20,Uber,"3,589",UPI,False
2024-09-18,Uber,"41,665",UPI,False
2023-08-03,Swiggy,"1,218",UPI,False
2024-08-20,Unknown Merchant,"1,271",POS,False
2024-02-09,Local POS Stall,"29,146",Online,False
2023-07-10,IRCTC,"34,585",UPI,False
2023-08-09,Gold Loan,"1,598",POS,False
2024-03-14,Amazon India,872,Transfer,False
2023-01-28,Cinemaplex,"4,356",ATM,False
2023-12-25,Swiggy,"2,270",Transfer,False
2024-10-02,Uber,"1,002",Contactless,False
2024-07-14,Flipkart,"19,678",Transfer,False
2023-12-02,Utility - Electricity,"1,196",UPI,False
2024-01-04,Paytm Mall,"40,913",ATM,False
2024-04-09,Utility - Water,"39,258",Contactless,False
2023-08-28,Unknown Merchant,101,POS,False
2024-12-29,Local Electronics Store,"2,612",ATM,False
2024-08-01,Utility - Electricity,"48,224",POS,False
2023-09-11,Flipkart,"1,911",Online,False
2023-12-13,BigBasket,"2,995",UPI,False
2023-06-02,Local Electronics Store,"1,132",POS,False
2023-12-02,Luxury Outlet,"4,903",Contactless,False
2024-04-12,Ola Cabs,"1,449",POS,False
2024-09-15,Designer Boutique,"1,844",POS,False
2024-11-28,Paytm Mall,"3,146",Transfer,False
2024-06-05,Ola Cabs,"3,328",UPI,False
2024-06-27,Hotel Taj,"3,810",POS,False
2024-12-30,Recharge Portal,"2,059",Transfer,False
2024-05-06,BigBasket,"22,879",ATM,False
2024-09-03,Paytm Mall,"39,425",Transfer,False
2024-11-08,Hotel Taj,"1,561",UPI,False
2023-02-15,Amazon India,"30,270",ATM,False
2023-12-04,IRCTC,181,UPI,False
2023-11-16,Axis Bank ATM,"36,148",Transfer,False
2023-11-02,Utility - Water,"18,249",POS,False
2024-09-16,Amazon India,"2,500",ATM,False
2024-12-10,Cinemaplex,"76,974",ATM,True
2023-04-08,Unknown Merchant,"195,425",UPI,False
2023-02-12,Myntra,"4,077",POS,False
2024-07-19,Utility - Water,"3,259",UPI,False
2024-03-02,IRCTC,386,Contactless,False
2023-10-22,Zomato,"2,284",UPI,False
2023-06-09,Utility - Water,"4,501",UPI,False
2023-07-16,Suspicious Store,"3,300",Transfer,False
2024-12-31,Corner Grocery,"1,828",Contactless,False
2024-03-13,Paytm Mall,"2,815",Transfer,False
2024-03-20,Suspicious Store,"48,750",Contactless,False
2024-03-14,Myntra,"2,274",UPI,False
2023-04-16,Flipkart,"4,290",ATM,True
2024-03-15,Unknown Merchant,"2,958",ATM,False
2024-09-19,Utility - Electricity,"3,295",ATM,False
2023-03-05,IRCTC,"16,093",Online,False
2024-09-16,Myntra,"242,277",POS,False
2023-08-17,Ola Cabs,"1,564",Contactless,False
2024-11-03,SBI ATM,"4,241",Online,False
2024-12-01,BookShop,"1,672",ATM,False
2024-01-19,Flipkart,"8,048",Transfer,False
2024-06-28,SBI ATM,"1,177",Contactless,False
2023-06-28,Hotel Taj,"4,121",Transfer,False
2023-03-30,Myntra,"3,377",ATM,False
2024-04-14,Recharge Portal,"4,596",UPI,False
2024-07-05,Luxury Outlet,"42,480",UPI,False
2024-10-05,IRCTC,"2,903",POS,False
2024-04-15,Zomato,"1,442",Online,False
2024-02-28,Local Electronics Store,"4,588",Contactless,False
2023-08-16,Flipkart,"3,242",Online,False
2024-04-03,Suspicious Store,"114,968",UPI,True
2024-07-17,Swiggy,"75,524",Transfer,False
2023-02-21,Flipkart,"3,151",Contactless,False
2023-03-12,PhonePe,"43,730",POS,False
2023-02-08,Amazon India,"2,749",UPI,False
2024-06-19,Flipkart,"3,325",Transfer,False
2023-10-18,Recharge Portal,"26,806",UPI,False
2023-04-27,Subscription - Netflix,"3,348",Transfer,False
2023-05-02,Jewellery House,"224,686",UPI,False
2024-04-13,Amazon India,68,ATM,False
2023-06-28,Subscription - Netflix,"4,402",Online,False
2023-11-18,Hotel Taj,"36,996",Contactless,False
2024-05-05,Axis Bank ATM,615,Contactless,False
2023-12-19,Local Electronics Store,"16,258",Contactless,False
2024-01-22,Recharge Portal,"4,365",Online,False
2023-06-12,Luxury Outlet,871,POS,False
2023-01-20,Subscription - Netflix,"3,127",POS,False
2024-02-21,BigBasket,750,ATM,False
2024-10-26,Subscription - Netflix,"13,974",Online,False
2023-09-08,Hotel Taj,"1,522",POS,False
2024-04-09,Designer Boutique,"37,313",Online,False
2023-06-08,Subscription - Spotify,57,ATM,False
2024-11-01,Hotel Taj,"15,673",ATM,False
2024-08-23,Utility - Electricity,"32,680",Contactless,False
2024-04-18,Utility - Water,"1,066",Transfer,False
2023-02-23,Subscription - Netflix,"2,926",Online,False
2024-05-09,Designer Boutique,"31,343",POS,False
2023-12-15,Utility - Water,"1,624",Contactless,False
2023-04-15,Flipkart,959,Online,False
2023-11-23,Myntra,"3,290",POS,False
2024-05-02,Gold Loan,"83,090",Contactless,False
2023-09-11,Jewellery House,"1,313",POS,False
2024-12-31,Luxury Outlet,"2,712",UPI,False
2023-09-03,Cinemaplex,"3,513",POS,False
2024-01-26,Paytm Mall,"18,750",POS,False
2024-08-01,BookShop,"2,805",Online,False
2023-12-28,BigBasket,376,ATM,False
2024-01-04,Corner Grocery,"285,302",Contactless,False
2024-11-28,Local Electronics Store,"1,845",Transfer,False
2024-05-18,Myntra,"3,779",POS,False
2023-05-03,Local Electronics Store,"42,382",Online,False
2023-04-29,BigBasket,"4,177",Transfer,False
2023-09-07,Axis Bank ATM,"1,186",Online,False
2023-05-19,BigBasket,"4,473",Contactless,False
2024-09-05,Luxury Outlet,927,UPI,False
2023-03-30,Corner Grocery,"4,849",POS,False
2023-06-05,Local Electronics Store,"7,668",ATM,False
2023-03-24,Corner Grocery,"1,765",UPI,False
2024-07-26,Pharmacy Plus,"3,736",ATM,False
2023-01-10,Flipkart,"1,094",POS,False
2024-07-04,Gold Loan,"2,002",ATM,False
2024-02-17,Paytm Mall,"17,603",ATM,False
2024-11-23,Suspicious Store,"1,889",Online,False
2023-09-28,PhonePe,704,Online,False
2024-06-19,Axis Bank ATM,"44,446",POS,False
2023-02-12,Pharmacy Plus,"18,234",Contactless,False
2023-10-01,Pharmacy Plus,"2,864",Contactless,False
2024-09-02,Suspicious Store,610,UPI,False
2024-06-29,BookShop,"1,363",UPI,False
2024-08-21,Luxury Outlet,329,UPI,False
2024-07-03,Hotel Taj,"1,071",POS,False
2024-10-20,Subscription - Spotify,"3,191",Contactless,False
2023-01-14,Flipkart,"4,354",ATM,False
2024-04-02,Jewellery House,"3,578",Contactless,False
2024-06-15,Recharge Portal,"26,711",ATM,False
2024-05-31,IRCTC,"1,858",UPI,False
2023-03-22,Subscription - Netflix,289,UPI,False
2024-04-30,Gold Loan,"3,460",UPI,False
2023-01-07,Axis Bank ATM,"30,207",ATM,False
2024-03-13,Zomato,993,POS,False
2023-12-18,Recharge Portal,838,Transfer,False
2024-03-26,Gold Loan,"4,710",POS,False
2024-10-25,Subscription - Spotify,"4,007",ATM,False
2023-06-26,Pharmacy Plus,"4,725",Transfer,False
